review,rating,date,bank,source,cleaned_review,char_count,word_count,avg_word_length,has_question,has_exclamation,is_all_caps,sentiment_polarity
i like it,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,like,4.0,1.0,4.0,0.0,0.0,0.0,0.0
wow.......cbe.....keep it up.....!!!!!!,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ጊዜን ቆጣቢ እና ህይወትን ቀለል ከሚያደርጉ ኢትዬጲያ ካሉ ፋይናንስ አፕልኬሽኖች ሁሉ ይሄ ይለያል,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Excellent🙏app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,excellent,9.0,1.0,9.0,0.0,0.0,0.0,0.0
the most useful,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,useful,6.0,1.0,6.0,0.0,0.0,0.0,0.0
I am more satisfied in this app . More sure you have to secure.,4,2025-04-01,Commercial Bank of Ethiopia,Google Play,satisfied sure secure,21.0,3.0,6.33,0.0,0.0,0.0,0.0
Easy to use,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,easy use,8.0,2.0,3.5,0.0,0.0,0.0,0.0
"very good, but sometimes NUR CBE comes without my consent. even if I choose locked, it appears",4,2025-04-01,Commercial Bank of Ethiopia,Google Play,good sometimes come without consent even choose locked,54.0,8.0,5.88,0.0,0.0,0.0,0.0
Excellent !!!,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,excellent,9.0,1.0,9.0,0.0,0.0,0.0,0.0
always we relay on,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,always relay,12.0,2.0,5.5,0.0,0.0,0.0,0.0
I'm lucky to have this🙏 thank you CBE.,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,lucky thank,11.0,2.0,5.0,0.0,0.0,0.0,0.0
it's need more improvement like Tellbirr.,4,2025-04-01,Commercial Bank of Ethiopia,Google Play,need improvement like,21.0,3.0,6.33,0.0,0.0,0.0,0.0
goode app,5,2025-04-01,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
a very nice app.👍👍👍,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
safe easy & fast,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,safe easy fast,14.0,3.0,4.0,0.0,0.0,0.0,0.0
perfect,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,perfect,7.0,1.0,7.0,0.0,0.0,0.0,0.0
it's good app,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
nice,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
good app,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
It is veary useful app but screen shout was impossible .solve this problem,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,useful screen shout impossible solve problem,44.0,6.0,6.5,0.0,0.0,0.0,0.0
ጥሩ ነው,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
እጅግ በጣም ጥሩ አፕ,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
good,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
በጣም ሃሪፍ ነው ግን ብር በሚተላለፍበት ወቅት ተቀንሷል ይላል እላፊ መልክቱ ይደርሳል ግን አይቀንስም,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
suitable app,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,suitable,8.0,1.0,8.0,0.0,0.0,0.0,0.0
Dear cbe this app is not comparable with 21century and pls try to solve it.💀💀💀,1,2025-03-31,Commercial Bank of Ethiopia,Google Play,dear comparable century try solve skull skull skull,51.0,8.0,5.5,0.0,0.0,0.0,0.0
Good,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
nice app,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
best transaction method of financial,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,best transaction method financial,33.0,4.0,7.5,0.0,0.0,0.0,0.0
#CBE is Now going to on the right Pathway/track/!! Thank you CBE one step ahead on payment platform app!!,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,going right thank one step ahead payment platform,49.0,8.0,5.25,0.0,0.0,0.0,0.0
It literarily don't work at all,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,dont work,9.0,2.0,4.0,0.0,0.0,0.0,0.0
good give us plus,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,good give plus,14.0,3.0,4.0,0.0,0.0,0.0,0.0
"Very good application. However, I have one functionality recommendation. What if you let the app transfer money to any telebirr account as for MPESA? By the way, I am not the only one to ask this. Thank you!",4,2025-03-31,Commercial Bank of Ethiopia,Google Play,good application however one functionality recommendation let transfer money account way one ask thank,102.0,14.0,6.36,0.0,0.0,0.0,0.0
before update it was able to screenshot while after update I can't able to screenshot the transfere details,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,update able update cant able detail,35.0,6.0,5.0,0.0,0.0,0.0,0.0
Tnc Cbe,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
it is good app. But you have integrate cbe with cbe birr. to allow cardless withdrawal directly from our accout!,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,good integrate birr allow withdrawal directly,45.0,6.0,6.67,0.0,0.0,0.0,0.0
great apps,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,great,5.0,1.0,5.0,0.0,0.0,0.0,0.0
Excellent,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,excellent,9.0,1.0,9.0,0.0,0.0,0.0,0.0
Great app!,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,great,5.0,1.0,5.0,0.0,0.0,0.0,0.0
CBE,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
very good 👍 👏,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
great when it works,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,great work,10.0,2.0,4.5,0.0,0.0,0.0,0.0
"the app is very good, but why screenshots is impossible?",5,2025-03-31,Commercial Bank of Ethiopia,Google Play,good impossible,15.0,2.0,7.0,0.0,0.0,0.0,0.0
excellent match application,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,excellent match application,27.0,3.0,8.33,0.0,0.0,0.0,0.0
very good,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
best app,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
The Best app😍😍😍,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
excellent app,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,excellent,9.0,1.0,9.0,0.0,0.0,0.0,0.0
easy to use and user friendly,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,easy use user friendly,22.0,4.0,4.75,0.0,0.0,0.0,0.0
very nice,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
አሪፍ ነው በተለይ የአሻራ ደህነቱ መረጋገጡ ተመችቶኛል,3,2025-03-31,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
well software,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,well,4.0,1.0,4.0,0.0,0.0,0.0,0.0
ጥሩ ነው አንዳንዴ ስታክ ቢያደርግም,4,2025-03-31,Commercial Bank of Ethiopia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CBE very good apps,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
"This application fast, secure and more convenient. Thanks CBE",5,2025-03-31,Commercial Bank of Ethiopia,Google Play,application fast secure convenient thanks,41.0,5.0,7.4,0.0,0.0,0.0,0.0
excellent service,5,2025-03-31,Commercial Bank of Ethiopia,Google Play,excellent service,17.0,2.0,8.0,0.0,0.0,0.0,0.0
it's not working,3,2025-06-05,Bank of Abyssinia,Google Play,working,7.0,1.0,7.0,0.0,0.0,0.0,0.0
"Hello, I’m facing a problem with the BOA Mobile app. Every time I enter my phone number and password, the app crashes and shows an error that says “BoaMobile closed because this app has a bug.” I tried updating, reinstalling, and clearing cache, but nothing worked. Please fix this bug in the next update. I really need access to my account. Thank you.",1,2025-06-03,Bank of Abyssinia,Google Play,hello facing problem boa mobile every time enter phone number password crash show error say closed bug tried clearing cache nothing worked please fix bug next update really need access account thank,198.0,32.0,5.22,0.0,0.0,0.0,0.0
exceptional,5,2025-06-03,Bank of Abyssinia,Google Play,exceptional,11.0,1.0,11.0,0.0,0.0,0.0,0.0
BoA Mobile good bank,5,2025-06-02,Bank of Abyssinia,Google Play,boa mobile good bank,20.0,4.0,4.25,0.0,0.0,0.0,0.0
this is worest app 24/7 loading,1,2025-06-01,Bank of Abyssinia,Google Play,loading,7.0,1.0,7.0,0.0,0.0,0.0,0.0
This App is not interest for Android phone Please update it .,1,2025-06-01,Bank of Abyssinia,Google Play,interest android phone please update,36.0,5.0,6.4,0.0,0.0,0.0,0.0
BoA system is confartable,5,2025-05-31,Bank of Abyssinia,Google Play,boa system,10.0,2.0,4.5,0.0,0.0,0.0,0.0
very nice Abyssinia bank is choice all,5,2025-05-31,Bank of Abyssinia,Google Play,nice bank choice,16.0,3.0,4.67,0.0,0.0,0.0,0.0
"this app, for me , is a waste of time. It doesn't work . I can't even long in, and it really piss me off. FIX THE PROBLEM",1,2025-05-27,Bank of Abyssinia,Google Play,waste time doesnt work cant even long really piss fix problem,61.0,11.0,4.64,0.0,0.0,0.0,0.0
Good service.,3,2025-05-25,Bank of Abyssinia,Google Play,good service,12.0,2.0,5.5,0.0,0.0,0.0,0.0
the app crush frequently,1,2025-05-24,Bank of Abyssinia,Google Play,crush frequently,16.0,2.0,7.5,0.0,0.0,0.0,0.0
good,5,2025-05-22,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
You guys keeps getting worst,1,2025-05-21,Bank of Abyssinia,Google Play,guy keep getting worst,22.0,4.0,4.75,0.0,0.0,0.0,0.0
good,5,2025-05-21,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
"This app is a joke. It crashes more than it works, takes forever to load, and half the features are just decorative at this point. Can’t log in, can’t transfer money, can’t even check my balance without it bugging out. To the developer: Are you actually trying to make this work, or is this some kind of social experiment to test our patience? Did you build this in your sleep? Because it definitely looks like it. If this is your idea of a functional app, maybe consider a different career path🙏",1,2025-05-21,Bank of Abyssinia,Google Play,joke crash work take forever load half feature decorative point log transfer money even check balance without developer actually trying make work kind social experiment test patience build sleep definitely look like idea functional maybe consider different career path,268.0,39.0,5.9,0.0,0.0,0.0,0.0
BoA,2,2025-05-20,Bank of Abyssinia,Google Play,boa,3.0,1.0,3.0,0.0,0.0,0.0,0.0
good,5,2025-05-20,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
but not opening on android,4,2025-05-19,Bank of Abyssinia,Google Play,opening android,15.0,2.0,7.0,0.0,0.0,0.0,0.0
Worst App ever. Totally unreliable. And it didn't work at all for the last 4 months.,1,2025-05-18,Bank of Abyssinia,Google Play,worst ever totally unreliable didnt work last month,51.0,8.0,5.5,0.0,0.0,0.0,0.0
amazing,5,2025-05-18,Bank of Abyssinia,Google Play,amazing,7.0,1.0,7.0,0.0,0.0,0.0,0.0
excellent app,4,2025-05-16,Bank of Abyssinia,Google Play,excellent,9.0,1.0,9.0,0.0,0.0,0.0,0.0
excellent,5,2025-05-15,Bank of Abyssinia,Google Play,excellent,9.0,1.0,9.0,0.0,0.0,0.0,0.0
ሞላዬ ከበደ,5,2025-05-14,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"this app does no work on Samsung a51, it just gives a preview of the logo",1,2025-05-11,Bank of Abyssinia,Google Play,work give preview,17.0,3.0,5.0,0.0,0.0,0.0,0.0
nice,5,2025-05-10,Bank of Abyssinia,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
"i entered incorrect security question by mistake boa app lock pin forever, why is there no other options? ?? i contacted different branchs more then 4times but they didn't able to solve this issue .",5,2025-05-10,Bank of Abyssinia,Google Play,incorrect security question mistake boa lock pin forever option different branch time didnt able solve issue,108.0,16.0,5.81,0.0,0.0,0.0,0.0
Best app,5,2025-05-09,Bank of Abyssinia,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
liking this application good 👍,5,2025-05-07,Bank of Abyssinia,Google Play,liking application good,23.0,3.0,7.0,0.0,0.0,0.0,0.0
"This app future is good, but there is problems with apps to reset and activate it, which is difficult even to the branch staffs, and it takes too long times to active at the branch plus most of the time high expected failure of activation after process at the counter and OTP sent not work",1,2025-05-06,Bank of Abyssinia,Google Play,future good problem reset activate difficult even branch staff take long time active branch plus time high failure activation process counter sent work,151.0,23.0,5.61,0.0,0.0,0.0,0.0
good,5,2025-05-06,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
good,5,2025-05-02,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
good,4,2025-04-30,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
wow,5,2025-04-28,Bank of Abyssinia,Google Play,wow,3.0,1.0,3.0,0.0,0.0,0.0,0.0
it's really good 👍,5,2025-04-23,Bank of Abyssinia,Google Play,really good,11.0,2.0,5.0,0.0,0.0,0.0,0.0
Bad app . it stuck when you open and noting WORKS.,1,2025-04-23,Bank of Abyssinia,Google Play,bad stuck open work,19.0,4.0,4.0,0.0,0.0,0.0,0.0
"the app isn't working after it asked me the password it starts loading, but it doesn't open",3,2025-04-20,Bank of Abyssinia,Google Play,working password start loading doesnt open,42.0,6.0,6.17,0.0,0.0,0.0,0.0
Best,2,2025-04-19,Bank of Abyssinia,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
It keeps showing this pop up to turn off developer options even tho it's off! I had to turn on and then off to make it work! This is a horrible experience and needs a fix asap! Plus kinda slow.,1,2025-04-18,Bank of Abyssinia,Google Play,keep showing pop turn developer option even tho turn make work horrible experience need fix plus slow,101.0,17.0,5.0,0.0,0.0,0.0,0.0
yideg,1,2025-04-17,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
አይከፍትም እኮ,1,2025-04-17,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
great boa,5,2025-04-10,Bank of Abyssinia,Google Play,great boa,9.0,2.0,4.0,0.0,0.0,0.0,0.0
Best,5,2025-04-10,Bank of Abyssinia,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
boa of mobile backing,5,2025-04-09,Bank of Abyssinia,Google Play,boa mobile backing,18.0,3.0,5.33,0.0,0.0,0.0,0.0
nice,5,2025-04-08,Bank of Abyssinia,Google Play,nice,4.0,1.0,4.0,0.0,0.0,0.0,0.0
faster bank of Abissinya,5,2025-04-08,Bank of Abyssinia,Google Play,faster bank,11.0,2.0,5.0,0.0,0.0,0.0,0.0
i would have given it a lower if it was possible because it crush so much and it take the bank so long to fix the bug,1,2025-04-08,Bank of Abyssinia,Google Play,would given lower possible crush much take bank long fix bug,60.0,11.0,4.55,0.0,0.0,0.0,0.0
it just doesn't work...so frustrating,1,2025-04-07,Bank of Abyssinia,Google Play,doesnt,6.0,1.0,6.0,0.0,0.0,0.0,0.0
like,5,2025-04-06,Bank of Abyssinia,Google Play,like,4.0,1.0,4.0,0.0,0.0,0.0,0.0
it's not work correctly... you must have update it,1,2025-04-06,Bank of Abyssinia,Google Play,work correctly must update,26.0,4.0,5.75,0.0,0.0,0.0,0.0
"the app gets a considerable improvements like language , QR scanner and unlimited transfers survice. but BOA Please do alot on its fastness and convenient when we login and making a transactions.",5,2025-04-04,Bank of Abyssinia,Google Play,get considerable improvement like language scanner unlimited transfer boa please fastness convenient login making transaction,125.0,15.0,7.4,0.0,0.0,0.0,0.0
after i typed in my password it says successfully logged out ...and goes back to the first page,2,2025-04-04,Bank of Abyssinia,Google Play,password say successfully logged go back first page,51.0,8.0,5.5,0.0,0.0,0.0,0.0
good but they don't update enough don't add new things,3,2025-04-04,Bank of Abyssinia,Google Play,good dont update enough dont add new thing,42.0,8.0,4.38,0.0,0.0,0.0,0.0
very good,5,2025-04-02,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
thank you,5,2025-04-01,Bank of Abyssinia,Google Play,thank,5.0,1.0,5.0,0.0,0.0,0.0,0.0
it doesn't work period z slowest mobile banking ever i would rather use *815#,1,2025-03-31,Bank of Abyssinia,Google Play,doesnt work period mobile banking ever would rather use,55.0,9.0,5.22,0.0,0.0,0.0,0.0
"after activated the application it not allowed to sign , automatically it is turn off In my phone, why ?",1,2025-03-31,Bank of Abyssinia,Google Play,application sign automatically turn phone,41.0,5.0,7.4,0.0,0.0,0.0,0.0
good application,5,2025-03-30,Bank of Abyssinia,Google Play,good application,16.0,2.0,7.5,0.0,0.0,0.0,0.0
this version is not working for me I cannot even buy card. I cannot send money,1,2025-03-30,Bank of Abyssinia,Google Play,version working even buy card send money,40.0,7.0,4.86,0.0,0.0,0.0,0.0
"It can't actively on initialization, it says incorrect OTP getting the exact OTP",1,2025-03-29,Bank of Abyssinia,Google Play,cant actively say incorrect getting exact,41.0,6.0,6.0,0.0,0.0,0.0,0.0
always problematic hardly works,1,2025-03-26,Bank of Abyssinia,Google Play,always problematic hardly work,30.0,4.0,6.75,0.0,0.0,0.0,0.0
considering the fact the bank is huge this app really bad you could do better,1,2025-03-25,Bank of Abyssinia,Google Play,considering fact bank huge really bad could better,50.0,8.0,5.38,0.0,0.0,0.0,0.0
best app,5,2025-03-25,Bank of Abyssinia,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
very good,5,2025-03-25,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
"worst app and Bank ever u be ashamed, scammer",1,2025-03-24,Bank of Abyssinia,Google Play,worst bank ever ashamed,23.0,4.0,5.0,0.0,0.0,0.0,0.0
great BoA,5,2025-03-22,Bank of Abyssinia,Google Play,great boa,9.0,2.0,4.0,0.0,0.0,0.0,0.0
best,5,2025-03-21,Bank of Abyssinia,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
i have went to the bank so many times because i couldn't make any transaction i can only see my balance nothing else so what is the point of having mobile banking if i can't make any transaction with it please work in that,1,2025-03-21,Bank of Abyssinia,Google Play,went bank many time make transaction see balance nothing else point mobile banking cant make transaction please work,116.0,18.0,5.5,0.0,0.0,0.0,0.0
good,5,2025-03-20,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
good,5,2025-03-19,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
there is no speed,1,2025-03-19,Bank of Abyssinia,Google Play,speed,5.0,1.0,5.0,0.0,0.0,0.0,0.0
"For anyone who wants to download it, just don't!!!",1,2025-03-19,Bank of Abyssinia,Google Play,anyone want dont,16.0,3.0,4.67,0.0,0.0,0.0,0.0
wonderful,5,2025-03-19,Bank of Abyssinia,Google Play,wonderful,9.0,1.0,9.0,0.0,0.0,0.0,0.0
all worck,5,2025-03-19,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Best app,5,2025-03-16,Bank of Abyssinia,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Loved it,5,2025-03-14,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Wow,1,2025-03-13,Bank of Abyssinia,Google Play,wow,3.0,1.0,3.0,0.0,0.0,0.0,0.0
"Edit: New bug, app not letting me type in my otp codes. Shameful Why does this app not allow me to use it while having developer options on? Did y'all consider that I might, perhaps, be an actual developer? Why am I expected to toggle the option on and off just to bank (restarting my phone when I do)? Why is the message labled as somthing that will ""smoothen"" the experience? This is like the most ""security consultant"" thing to implement in an app. Please invest in actual security, not this mess.",1,2025-03-12,Bank of Abyssinia,Google Play,edit new bug type code shameful allow use developer option consider might perhaps actual developer toggle option bank phone message smoothen experience like security consultant thing implement please invest actual security mess,227.0,32.0,6.12,0.0,0.0,0.0,0.0
Improved to be the best,5,2025-03-11,Bank of Abyssinia,Google Play,best,4.0,1.0,4.0,0.0,0.0,0.0,0.0
BoA,5,2025-03-11,Bank of Abyssinia,Google Play,boa,3.0,1.0,3.0,0.0,0.0,0.0,0.0
"Decent, but there problems sometimes it says error When i transfer money but infact it transferred because of this bug i transferred 2 times instead of 1 and also we can't transfer money to others telebirr acc we only can to our self BOE Dev fix this !!!",3,2025-03-10,Bank of Abyssinia,Google Play,decent problem sometimes say error transfer money transferred bug transferred time instead also cant transfer money self dev fix,128.0,19.0,5.79,0.0,0.0,0.0,0.0
BoA Greqt Ethiopian bank.,5,2025-03-10,Bank of Abyssinia,Google Play,boa bank,8.0,2.0,3.5,0.0,0.0,0.0,0.0
"The bug is still there,the app crashes every time i try to log in, especially in old phones like my Galaxy A32",1,2025-03-10,Bank of Abyssinia,Google Play,bug still crash every time try log especially old phone like galaxy,67.0,12.0,4.67,0.0,0.0,0.0,0.0
Almost better compared to cbe where it is not qualified for,4,2025-03-09,Bank of Abyssinia,Google Play,almost better qualified,23.0,3.0,7.0,0.0,0.0,0.0,0.0
what awesome apps. it is very simple to use and more much important apps.,5,2025-03-09,Bank of Abyssinia,Google Play,awesome simple use much important,33.0,5.0,5.8,0.0,0.0,0.0,0.0
Wonderfull app,5,2025-03-07,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
i can't use this app why?,5,2025-03-07,Bank of Abyssinia,Google Play,cant use,8.0,2.0,3.5,0.0,0.0,0.0,0.0
Worst mobile banking app I ever experienced I was blaming other apps but comparing with this they're too much better!!!! It clashes it takes much longer time to login while loading in short it's a complete of trash,1,2025-03-06,Bank of Abyssinia,Google Play,worst mobile banking ever experienced blaming theyre much better clash take much longer time login loading short complete trash,127.0,19.0,5.74,0.0,0.0,0.0,0.0
Wow,4,2025-03-05,Bank of Abyssinia,Google Play,wow,3.0,1.0,3.0,0.0,0.0,0.0,0.0
bro the worst app made by human kind!! as a software engineer it make me so sad seeing enterprise as big as BOA make apps like this. it is a disgrace for our country!!,1,2025-03-05,Bank of Abyssinia,Google Play,worst made human kind engineer make sad seeing enterprise big boa make like disgrace country,92.0,15.0,5.2,0.0,0.0,0.0,0.0
AGA B Girja Miss language of admin Afaan oromo & other Itoophiyaa languages,1,2025-03-04,Bank of Abyssinia,Google Play,aga miss language language,26.0,4.0,5.75,0.0,0.0,0.0,0.0
Good app,5,2025-03-03,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
"I downloaded the app for the first time while reading other customers reviews and as soon as i installed and opened the app it closes back automatically, what unserious bank, now i uninstalled the app immediately",1,2025-03-02,Bank of Abyssinia,Google Play,first time reading customer review soon close back automatically unserious bank uninstalled immediately,103.0,13.0,7.0,0.0,0.0,0.0,0.0
It has good features but sometimes it doesn't work...0,1,2025-03-02,Bank of Abyssinia,Google Play,good feature sometimes doesnt work,34.0,5.0,6.0,0.0,0.0,0.0,0.0
Very poor proformance,1,2025-03-01,Bank of Abyssinia,Google Play,poor,4.0,1.0,4.0,0.0,0.0,0.0,0.0
It's not opening. Really frustrating,1,2025-03-01,Bank of Abyssinia,Google Play,opening really,14.0,2.0,6.5,0.0,0.0,0.0,0.0
Verry Amazing App from all IB,5,2025-03-01,Bank of Abyssinia,Google Play,amazing,7.0,1.0,7.0,0.0,0.0,0.0,0.0
Not working on this days,1,2025-02-26,Bank of Abyssinia,Google Play,working day,11.0,2.0,5.0,0.0,0.0,0.0,0.0
Thank you BoA,5,2025-02-23,Bank of Abyssinia,Google Play,thank boa,9.0,2.0,4.0,0.0,0.0,0.0,0.0
best banking app in the wworld,5,2025-02-22,Bank of Abyssinia,Google Play,best banking,12.0,2.0,5.5,0.0,0.0,0.0,0.0
Nice app and it's easy to use,5,2025-02-21,Bank of Abyssinia,Google Play,nice easy use,13.0,3.0,3.67,0.0,0.0,0.0,0.0
"please add language in the apps setting(amharic afan oromo, tigniya,and others) sometimes bank to bank transfer is not available through time and even if if it is available not reachable…it is serious issue!",1,2025-02-15,Bank of Abyssinia,Google Play,please add language sometimes bank bank transfer available time even available serious issue,92.0,13.0,6.15,0.0,0.0,0.0,0.0
This is help full i like ittttt,5,2025-02-14,Bank of Abyssinia,Google Play,help full like,14.0,3.0,4.0,0.0,0.0,0.0,0.0
The is not functional at all?,2,2025-02-12,Bank of Abyssinia,Google Play,functional,10.0,1.0,10.0,0.0,0.0,0.0,0.0
Best bank,5,2025-02-08,Bank of Abyssinia,Google Play,best bank,9.0,2.0,4.0,0.0,0.0,0.0,0.0
Make it easy and convienient to use and perfect for all to high prefrence and choice.,3,2025-02-06,Bank of Abyssinia,Google Play,make easy use perfect high choice,33.0,6.0,4.67,0.0,0.0,0.0,0.0
good,5,2025-02-04,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹🇪🇹👍👍👍👍👍👍👍,5,2025-02-03,Bank of Abyssinia,Google Play,Ethiopia Ethiopia Ethiopia Ethiopia Ethiopia Ethiopia,53.0,6.0,8.0,0.0,0.0,0.0,0.0
I have been using this app for two years.It is amazing.,5,2025-01-31,Bank of Abyssinia,Google Play,two amazing,11.0,2.0,5.0,0.0,0.0,0.0,0.0
Good 👍,5,2025-01-31,Bank of Abyssinia,Google Play,good,4.0,1.0,4.0,0.0,0.0,0.0,0.0
Sad experience,1,2025-01-30,Bank of Abyssinia,Google Play,sad experience,14.0,2.0,6.5,0.0,0.0,0.0,0.0
Always do update and that is annoying,3,2025-01-26,Bank of Abyssinia,Google Play,always update annoying,22.0,3.0,6.67,0.0,0.0,0.0,0.0
"Best app, somehow waiting a few minutes",5,2025-01-23,Bank of Abyssinia,Google Play,best somehow waiting minute,27.0,4.0,6.0,0.0,0.0,0.0,0.0
I can't dijitalize my atm in the apollo app on my phone,1,2025-01-21,Bank of Abyssinia,Google Play,cant phone,10.0,2.0,4.5,0.0,0.0,0.0,0.0
Whenever I try to sign in app close please fixed it out,2,2025-01-21,Bank of Abyssinia,Google Play,whenever try sign close please fixed,36.0,6.0,5.17,0.0,0.0,0.0,0.0
Beter,5,2025-01-21,Bank of Abyssinia,Google Play,,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Boa,4,2025-01-18,Bank of Abyssinia,Google Play,boa,3.0,1.0,3.0,0.0,0.0,0.0,0.0
